"3133804","C3133804","Hardwick","R","M","100","C","RGT","","","","",""
"3144390","C3144390","Mirachian","R","F","325","C","RGT","","","","",""
"3163252","C3163252","Klinck","J","M","190","C","RGT","","","","",""
"3166822","C3166822","Bamber","J","M","190","C","RGT","","","","",""
"3169258","C3169258","Ahluwalia","J","M","192","C","RGT","","","","",""
"3172265","C3172265","Allanson","J","F","400","C","RGT","","","","",""
"3179303","C3179303","Navapurkar","V","M","190","C","RGT","","","","",""
"3184776","C3184776","Warren","A","F","824","C","RGT","","","","",""
"3190418","C3190418","Rusk","R","F","320","C","RGT","","","","",""
"3193765","C3193765","Vince","A","M","110","C","RGT","","","","",""
"3200638","C3200638","Warburton","E","F","400","C","RGT","","","","",""
"3202726","C3202726","Parker","A","M","420","C","RGT","","","","",""
"3206043","C3206043","Marker","A","F","824","C","RGT","","","","",""
"3206263","C3206263","Kelsall","A","M","420","C","RGT","","","","",""
"3222311","C3222311","Matta","B","M","190","C","RGT","","","","",""
"3244434","C3244434","Jani","P","M","120","C","RGT","","","","",""
"3247097","C3247097","Fife","K","F","800","C","RGT","","","","",""
"3251177","C3251177","Irwin","M","M","160","C","RGT","","","","",""
"3257410","C3257410","Keene","G","M","110","C","RGT","","","","",""
"3260300","C3260300","Campbell","R","F","190","C","RGT","","","","",""
"3261617","C3261617","Dean","A","M","400","C","RGT","","","","",""
"3262113","C3262113","D'Amore","A","F","420","C","RGT","","","","",""
"3265491","C3265491","Hoveyda","F","F","500","C","RGT","","","","",""
"3270376","C3270376","De Sanctis","S","M","824","C","RGT","","","","",""
"3275670","C3275670","McShane","C","F","420","C","RGT","","","","",""
"3278800","C3278800","Clunie","G","M","410","C","RGT","","","","",""
"3282021","C3282021","Preston","L","F","420","C","RGT","","","","",""
"3284229","C3284229","Taylor","H","F","810","C","RGT","","","","",""
"3287837","C3287837","Sinnatamby","R","F","810","C","RGT","","","","",""
"3289011","C3289011","Robinson","A","M","110","C","RGT","","","","",""
"3290813","C3290813","Mahadeva","R","M","340","C","RGT","","","","",""
"3293342","C3293342","Bailey","A","M","190","C","RGT","","","","",""
"3294910","C3294910","Grime","P","M","901","C","RGT","","","","",""
"3301979","C3301979","Benson","R","M","800","C","RGT","","","","",""
"3308732","C3308732","Kirker","S","M","314","C","RGT","","","","",""
"3309960","C3309960","Poulson","A","F","130","C","RGT","","","","",""
"3316940","C3316940","Harris","F","F","800","C","RGT","","","","",""
"3320570","C3320570","Jefferies","S","F","800","C","RGT","","","","",""
"3321234","C3321234","McKiernan","D","M","120","C","RGT","","","","",""
"3323298","C3323298","Corrie","P","F","370","C","RGT","","","","",""
"3324024","C3324024","Allison","M","M","300","C","RGT","","","","",""
"3325757","C3325757","Nicholson","J","M","420","C","RGT","","","","",""
"3326356","C3326356","Martin","P","M","400","C","RGT","","","","",""
"3327010","C3327010","Hall","F","F","410","C","RGT","","","","",""
"3329823","C3329823","Fernandes","H","F","150","C","RGT","","","","",""
"3330405","C3330405","Cross","J","M","810","C","RGT","","","","",""
"3330735","C3330735","Flynn","P","M","326","C","RGT","","","","",""
"3331176","C3331176","Carroll","N","M","301","C","RGT","","","","",""
"3331743","C3331743","Crawley","C","M","800","C","RGT","","","","",""
"3334100","C3334100","Allen","L","F","130","C","RGT","","","","",""
"3335390","C3335390","Owen","P","M","110","C","RGT","","","","",""
"3337172","C3337172","O'Donnell","D","M","420","C","RGT","","","","",""
"3338238","C3338238","Smith","H","F","190","C","RGT","","","","",""
"3339655","C3339655","Hopkinson-Woolley","J","M","110","C","RGT","","","","",""
"3345191","C3345191","Duane","D","M","190","C","RGT","","","","",""
"3357420","C3357420","Bearcroft","P","M","810","C","RGT","","","","",""
"3358782","C3358782","Bass","S","M","190","C","RGT","","","","",""
"3373499","C3373499","Burnstein","R","F","190","C","RGT","","","","",""
"3404085","C3404085","Malata","C","M","160","C","RGT","","","","",""
"3407318","C3407318","Armon","K","F","420","C","RGT","","","","",""
"3459274","C3459274","Fish","B","M","120","C","RGT","","","","",""
"3468043","C3468043","Wilson","A","F","500","C","RGT","","","","",""
"3468689","C3468689","Heuschkel","R","M","420","C","RGT","","","","",""
"3471593","C3471593","Huguet","E","M","300","C","RGT","","","","",""
"3480465","C3480465","Axon","P","M","120","C","RGT","","","","",""
"3485460","C3485460","Parkes","M","M","301","C","RGT","","","","",""
"3491951","C3491951","Newman","D","M","130","C","RGT","","","","",""
"3494095","C3494095","Hughes","J","F","810","C","RGT","","","","",""
"3494693","C3494693","Tytherleigh-Strong","G","M","110","C","RGT","","","","",""
"3494899","C3494899","Wilson","K","F","430","C","RGT","","","","",""
"3496963","C3496963","Woodward","J","M","301","C","RGT","","","","",""
"3499117","C3499117","Sivasothy","P","M","340","C","RGT","","","","",""
"3541540","C3541540","Chaudhry","A","M","361","C","RGT","","","","",""
"3542819","C3542819","Ford","H","M","370","C","RGT","","","","",""
"3555338","C3555338","Ostenfeld","T","M","190","C","RGT","","","","",""
"3557268","C3557268","Patient","C","F","500","C","RGT","","","","",""
"3559545","C3559545","Spathis","A","F","315","C","RGT","","","","",""
"3561702","C3561702","Boyle","J","M","100","C","RGT","","","","",""
"3561984","C3561984","Burke","G","M","420","C","RGT","","","","",""
"3565081","C3565081","Belham","M","M","320","C","RGT","","","","",""
"3565634","C3565634","Clark","A","M","420","C","RGT","","","","",""
"3565744","C3565744","Baldwin","P","M","500","C","RGT","","","","",""
"3578988","C3578988","Wagner","A","F","313","C","RGT","","","","",""
"3581919","C3581919","Kendall","R","M","180","C","RGT","","","","",""
"3590843","C3590843","Grant","I","M","160","C","RGT","","","","",""
"3591064","C3591064","Woodruff","S","M","130","C","RGT","","","","",""
"3592821","C3592821","Gilder","F","F","190","C","RGT","","","","",""
"3604782","C3604782","Aslam","A","M","171","C","RGT","","","","",""
"3615113","C3615113","Wheeler","J","M","100","C","RGT","","","","",""
"3657508","C3657508","Pereira","J","M","180","C","RGT","","","","",""
"3658509","C3658509","Riddick","A","M","101","C","RGT","","","","",""
"3666157","C3666157","Shah","N","M","101","C","RGT","","","","",""
"3667615","C3667615","Stears","A","F","302","C","RGT","","","","",""
"3669497","C3669497","Worth","P","M","400","C","RGT","","","","",""
"3673168","C3673168","O'Sullivan","D","M","320","C","RGT","","","","",""
"3677825","C3677825","Morley","S","F","420","C","RGT","","","","",""
"3680210","C3680210","Abrahams","M","M","190","C","RGT","","","","",""
"3683268","C3683268","Gore","R","M","340","C","RGT","","","","",""
"4002477","C4002477","Rehm","A","M","110","C","RGT","","","","",""
"4013963","C4013963","Jessop","F","F","824","C","RGT","","","","",""
"4018360","C4018360","Coles","C","F","800","C","RGT","","","","",""
"4022299","C4022299","Safranek","P","M","100","C","RGT","","","","",""
"4028855","C4028855","Park","A","M","822","C","RGT","","","","",""
"4028879","C4028879","Pritchard","N","M","361","C","RGT","","","","",""
"4030146","C4030146","Simpson","H","F","302","C","RGT","","","","",""
"4031587","C4031587","Cheow","H","M","371","C","RGT","","","","",""
"4032722","C4032722","Gurnell","E","F","302","C","RGT","","","","",""
"4033125","C4033125","Anderson","K","M","160","C","RGT","","","","",""
"4034683","C4034683","Harden","S","F","800","C","RGT","","","","",""
"4035495","C4035495","Fearnhead","N","F","100","C","RGT","","","","",""
"4042602","C4042602","Garnett","M","M","150","C","RGT","","","","",""
"4044972","C4044972","Gillespie","P","M","160","C","RGT","","","","",""
"4047652","C4047652","Price","R","M","160","C","RGT","","","","",""
"4068509","C4068509","Preller","J","M","326","C","RGT","","","","",""
"4068853","C4068853","Bardsley","V","F","824","C","RGT","","","","",""
"4070364","C4070364","Griffiths","W","M","300","C","RGT","","","","",""
"4082150","C4082150","Ha","T","M","330","C","RGT","","","","",""
"4094094","C4094094","Price","S","M","150","C","RGT","","","","",""
"4094362","C4094362","Torpey","N","M","361","C","RGT","","","","",""
"4096429","C4096429","Bhatti","S","F","500","C","RGT","","","","",""
"4101668","C4101668","Durrani","A","M","160","C","RGT","","","","",""
"4101754","C4101754","Brockelsby","J","M","500","C","RGT","","","","",""
"4105813","C4105813","Upponi","S","F","810","C","RGT","","","","",""
"4107987","C4107987","Pugh","P","M","320","C","RGT","","","","",""
"4109123","C4109123","Boyle","A","M","180","C","RGT","","","","",""
"4110578","C4110578","Park","S","F","311","C","RGT","","","","",""
"4110688","C4110688","Brewster","J","F","500","C","RGT","","","","",""
"4111940","C4111940","Crawford","J","M","150","C","RGT","","","","",""
"4116859","C4116859","Barber","N","F","190","C","RGT","","","","",""
"4120702","C4120702","Jones","J","M","810","C","RGT","","","","",""
"4122010","C4122010","Follows","G","M","823","C","RGT","","","","",""
"4122773","C4122773","Treharne","L","F","171","C","RGT","","","","",""
"4128384","C4128384","Hay","D","M","150","C","RGT","","","","",""
"4146458","C4146458","Wiseman","O","M","101","C","RGT","","","","",""
"4152080","C4152080","Deegan","P","M","304","C","RGT","","","","",""
"4153603","C4153603","Johnston","A","M","190","C","RGT","","","","",""
"4156596","C4156596","Davies","R","M","100","C","RGT","","","","",""
"4172400","C4172400","Heinz","P","M","420","C","RGT","","","","",""
"4181468","C4181468","Messahel","B","F","420","C","RGT","","","","",""
"4192600","C4192600","Bradley","P","M","192","C","RGT","","","","",""
"4199944","C4199944","Mazhar","D","M","370","C","RGT","","","","",""
"4200488","C4200488","Mackenzie","R","M","180","C","RGT","","","","",""
"4204743","C4204743","Holden","S","M","311","C","RGT","","","","",""
"4206721","C4206721","Sarker","A","F","822","C","RGT","","","","",""
"4206752","C4206752","Rees","J","M","410","C","RGT","","","","",""
"4206958","C4206958","Austin","T","M","420","C","RGT","","","","",""
"4208448","C4208448","Russell","S","M","800","C","RGT","","","","",""
"4211895","C4211895","Stinchcombe","S","F","340","C","RGT","","","","",""
"4241418","C4241418","Van Rensburg","L","M","110","C","RGT","","","","",""
"4259406","C4259406","Johnston","P","M","110","C","RGT","","","","",""
"4260875","C4260875","Vindlacheruvu","M","F","430","C","RGT","","","","",""
"4261412","C4261412","Cameron","E","M","301","C","RGT","","","","",""
"4279266","C4279266","Jones","M","F","190","C","RGT","","","","",""
"4291217","C4291217","Gass","J","F","330","C","RGT","","","","",""
"4292366","C4292366","Praseedom","R","M","300","C","RGT","","","","",""
"4294997","C4294997","Martell","G","F","901","C","RGT","","","","",""
"4297543","C4297543","Shaw","A","M","810","C","RGT","","","","",""
"4299198","C4299198","Fuld","J","M","340","C","RGT","","","","",""
"4299758","C4299758","Flanagan","N","F","330","C","RGT","","","","",""
"4301619","C4301619","Cameron","M","M","145","C","RGT","","","","",""
"4303941","C4303941","Thiruchelvam","N","M","101","C","RGT","","","","",""
"4310952","C4310952","Mehta","S","M","311","C","RGT","","","","",""
"4315775","C4315775","Moore","E","F","350","C","RGT","","","","",""
"4316219","C4316219","Thompson","M","M","145","C","RGT","","","","",""
"4325363","C4325363","Shenker","N","M","410","C","RGT","","","","",""
"4326340","C4326340","Hoodbhoy","S","F","420","C","RGT","","","","",""
"4328184","C4328184","Hayhurst","C","F","180","C","RGT","","","","",""
"4331830","C4331830","Trivedi","M","F","192","C","RGT","","","","",""
"4332556","C4332556","Alawattegama","H","M","190","C","RGT","","","","",""
"4342364","C4342364","Hopper","M","F","810","C","RGT","","","","",""
"4371292","C4371292","Missfelder Lobos","H","F","500","C","RGT","","","","",""
"4371436","C4371436","Sultan","H","F","180","C","RGT","","","","",""
"4387398","C4387398","O'Brien","E","M","400","C","RGT","","","","",""
"4399878","C4399878","Colquhoun","A","F","101","C","RGT","","","","",""
"4400123","C4400123","Moyle","P","F","810","C","RGT","","","","",""
"4405740","C4405740","Ruparelia","P","F","340","C","RGT","","","","",""
"4408547","C4408547","Jackson","C","F","171","C","RGT","","","","",""
"4410395","C4410395","Cheriyan","J","M","305","C","RGT","","","","",""
"4411248","C4411248","Donnelly","N","M","120","C","RGT","","","","",""
"4413776","C4413776","Biram","R","M","430","C","RGT","","","","",""
"4414007","C4414007","Patil","V","M","190","C","RGT","","","","",""
"4416229","C4416229","Christmas","T","F","190","C","RGT","","","","",""
"4418410","C4418410","Armstrong","R","F","311","C","RGT","","","","",""
"4419507","C4419507","Trivedi","R","M","150","C","RGT","","","","",""
"4422394","C4422394","Brais","R","F","824","C","RGT","","","","",""
"4422655","C4422655","Hindmarsh","A","M","100","C","RGT","","","","",""
"4423027","C4423027","Clay","R","F","420","C","RGT","","","","",""
"4423979","C4423979","Underhill","H","F","190","C","RGT","","","","",""
"4424671","C4424671","Coughlin","P","M","100","C","RGT","","","","",""
"4432504","C4432504","Powar","M","M","100","C","RGT","","","","",""
"4432717","C4432717","Sturgess","J","F","190","C","RGT","","","","",""
"4433653","C4433653","Michell","A","M","401","C","RGT","","","","",""
"4436412","C4436412","Parkinson","C","F","370","C","RGT","","","","",""
"4436759","C4436759","Hampton","J","F","430","C","RGT","","","","",""
"4438696","C4438696","Maw","A","F","421","C","RGT","","","","",""
"4441043","C4441043","Kayani","R","M","420","C","RGT","","","","",""
"4443698","C4443698","Sander","C","F","326","C","RGT","","","","",""
"4446048","C4446048","Williams","R","F","420","C","RGT","","","","",""
"4455116","C4455116","Patil","A","F","190","C","RGT","","","","",""
"4473833","C4473833","Hieatt","A","M","180","C","RGT","","","","",""
"4476843","C4476843","Smith","N","F","171","C","RGT","","","","",""
"4477325","C4477325","Cox","A","F","400","C","RGT","","","","",""
"4478821","C4478821","Yuen","V","M","190","C","RGT","","","","",""
"4483971","C4483971","Kastner","C","M","101","C","RGT","","","","",""
"4498368","C4498368","Frear","D","M","190","C","RGT","","","","",""
"4513188","C4513188","Bailie","H","F","420","C","RGT","","","","",""
"4513281","C4513281","Babar","J","F","810","C","RGT","","","","",""
"4514024","C4514024","Chan","S","F","330","C","RGT","","","","",""
"4519483","C4519483","Mahroof","M","M","192","C","RGT","","","","",""
"4521107","C4521107","Lewis","S","M","180","C","RGT","","","","",""
"4523996","C4523996","Tandon","R","M","190","C","RGT","","","","",""
"4530835","C4530835","Shahid","H","F","130","C","RGT","","","","",""
"4531719","C4531719","Willcocks","L","F","361","C","RGT","","","","",""
"4533931","C4533931","Whitley","S","F","810","C","RGT","","","","",""
"4534169","C4534169","Scoffings","D","M","810","C","RGT","","","","",""
"4535768","C4535768","Gudgin","E","F","823","C","RGT","","","","",""
"4536415","C4536415","Benyon","S","F","160","C","RGT","","","","",""
"4538046","C4538046","Farrell","S","M","171","C","RGT","","","","",""
"4543385","C4543385","Gooding","C","M","110","C","RGT","","","","",""
"4548012","C4548012","Barnett","G","F","800","C","RGT","","","","",""
"4549185","C4549185","Muthusamy","B","F","130","C","RGT","","","","",""
"4551380","C4551380","Biers","S","F","101","C","RGT","","","","",""
"4554675","C4554675","Prinzhausen","H","F","190","C","RGT","","","","",""
"4564720","C4564720","Gopalan","D","F","810","C","RGT","","","","",""
"4573018","C4573018","Meligonis","G","M","824","C","RGT","","","","",""
"4583118","C4583118","Rolfe","P","M","190","C","RGT","","","","",""
"4583479","C4583479","Fry","A","M","326","C","RGT","","","","",""
"4586159","C4586159","Hatcher","H","F","370","C","RGT","","","","",""
"4587497","C4587497","Jimenez Linan","M","F","824","C","RGT","","","","",""
"4588852","C4588852","Al-Hayek","S","M","101","C","RGT","","","","",""
"4591247","C4591247","See","T","M","810","C","RGT","","","","",""
"4608079","C4608079","Sangrithi","M","M","500","C","RGT","","","","",""
"4612465","C4612465","Harper","S","M","100","C","RGT","","","","",""
"4616270","C4616270","Norrish","A","M","110","C","RGT","","","","",""
"4623164","C4623164","Allford","M","M","190","C","RGT","","","","",""
"4626765","C4626765","Winterbottom","A","M","810","C","RGT","","","","",""
"4627113","C4627113","Smith","T","F","190","C","RGT","","","","",""
"4631073","C4631073","Joshi","Y","M","810","C","RGT","","","","",""
"4631310","C4631310","Stohr","K","F","110","C","RGT","","","","",""
"4633329","C4633329","Gregory","D","F","800","C","RGT","","","","",""
"4638472","C4638472","Smith","M","F","180","C","RGT","","","","",""
"4639693","C4639693","Gohel","M","M","100","C","RGT","","","","",""
"4640701","C4640701","Varley","A","M","192","C","RGT","","","","",""
"4642686","C4642686","Mir","F","M","300","C","RGT","","","","",""
"4646408","C4646408","Patel","A","M","160","C","RGT","","","","",""
"4651527","C4651527","Sujendran","V","M","100","C","RGT","","","","",""
"4654960","C4654960","Adler","A","F","300","C","RGT","","","","",""
"4662714","C4662714","Torrente","F","M","420","C","RGT","","","","",""
"4665315","C4665315","Besser","M","M","823","C","RGT","","","","",""
"4673327","C4673327","Massey","D","M","300","C","RGT","","","","",""
"4673860","C4673860","Rous","B","M","824","C","RGT","","","","",""
"4673925","C4673925","Pursglove","S","F","824","C","RGT","","","","",""
"4673970","C4673970","Ojha","S","M","361","C","RGT","","","","",""
"4674555","C4674555","Gomez","A","F","810","C","RGT","","","","",""
"4674579","C4674579","Freeman","S","F","810","C","RGT","","","","",""
"4677204","C4677204","Herre","J","M","340","C","RGT","","","","",""
"4680754","C4680754","Ong","J","M","130","C","RGT","","","","",""
"4683685","C4683685","Schulenburg","E","F","190","C","RGT","","","","",""
"4704267","C4704267","Tan","C","F","190","C","RGT","","","","",""
"4711498","C4711498","Iftikhar","K","M","180","C","RGT","","","","",""
"4715052","C4715052","Shaida","N","M","810","C","RGT","","","","",""
"4716723","C4716723","Tysome","J","M","120","C","RGT","","","","",""
"4719087","C4719087","Melton","J","M","110","C","RGT","","","","",""
"4719128","C4719128","Morton","J","M","100","C","RGT","","","","",""
"4719317","C4719317","Kang","S","M","110","C","RGT","","","","",""
"4722159","C4722159","Booth","A","F","190","C","RGT","","","","",""
"4722434","C4722434","Gelson","W","M","300","C","RGT","","","","",""
"4723631","C4723631","Green","C","M","190","C","RGT","","","","",""
"4731492","C4731492","Martin","J","M","192","C","RGT","","","","",""
"4735575","C4735575","Morris","R","M","150","C","RGT","","","","",""
"4738853","C4738853","Rajan","M","M","130","C","RGT","","","","",""
"4738932","C4738932","Armitage","J","M","101","C","RGT","","","","",""
"4739641","C4739641","Mannion","R","M","150","C","RGT","","","","",""
"4740412","C4740412","McDonald","S","M","810","C","RGT","","","","",""
"4740869","C4740869","Broster","S","F","192","C","RGT","","","","",""
"4745132","C4745132","Abo-Abood","A","M","160","C","RGT","","","","",""
"4747828","C4747828","Jonas","N","M","120","C","RGT","","","","",""
"4752930","C4752930","Jah","A","M","300","C","RGT","","","","",""
"4759377","C4759377","Khanduja","V","M","110","C","RGT","","","","",""
"4762054","C4762054","Chitre","M","F","421","C","RGT","","","","",""
"4763969","C4763969","Petkov","S","M","190","C","RGT","","","","",""
"4767396","C4767396","Poole","T","F","190","C","RGT","","","","",""
"4771988","C4771988","Ostor","A","M","410","C","RGT","","","","",""
"4773904","C4773904","Koo","C","M","810","C","RGT","","","","",""
"4778277","C4778277","O'Donovan","M","F","824","C","RGT","","","","",""
"4781497","C4781497","Abd El Aal","A","M","190","C","RGT","","","","",""
"4786344","C4786344","Gunda","S","F","361","C","RGT","","","","",""
"5174809","C5174809","Ahmed","V","M","180","C","RGT","","","","",""
"5187445","C5187445","Santarius","T","M","150","C","RGT","","","","",""
"5192343","C5192343","Sardesai","A","M","190","C","RGT","","","","",""
"5195244","C5195244","Krishnakumar","D","F","421","C","RGT","","","","",""
"5199150","C5199150","Kakhandki","V","M","190","C","RGT","","","","",""
"5199453","C5199453","Ajithkumar","T","M","800","C","RGT","","","","",""
"5199899","C5199899","Sibal","L","F","302","C","RGT","","","","",""
"5201811","C5201811","Miremadi","A","M","824","C","RGT","","","","",""
"5202778","C5202778","Abdullah","N","M","420","C","RGT","","","","",""
"5202846","C5202846","Timofeev","I","M","150","C","RGT","","","","",""
"5202847","C5202847","Notkina","N","F","190","C","RGT","","","","",""
"5203608","C5203608","Bansiya","V","F","302","C","RGT","","","","",""
"5204906","C5204906","Aliyu","S","M","831","C","RGT","","","","",""
"5205018","C5205018","Prakash","A","M","190","C","RGT","","","","",""
"5206972","C5206972","Ambegaonkar","G","M","421","C","RGT","","","","",""
"5207121","C5207121","Ajayakumar Thankamony","G","M","420","C","RGT","","","","",""
"5208171","C5208171","Prakash","A","F","500","C","RGT","","","","",""
"6024487","C6024487","Leithead","J","F","300","C","RGT","","","","",""
"6025347","C6025347","Hull","P","M","110","C","RGT","","","","",""
"6025539","C6025539","Agrawal","A","M","100","C","RGT","","","","",""
"6026804","C6026804","Bush","K","F","190","C","RGT","","","","",""
"6027966","C6027966","Uttenthal","B","M","823","C","RGT","","","","",""
"6028043","C6028043","O'Hare","S","F","420","C","RGT","","","","",""
"6028553","C6028553","Carrothers","A","M","110","C","RGT","","","","",""
"6028891","C6028891","Mead","Z","F","824","C","RGT","","","","",""
"6030021","C6030021","Thornton","R","F","401","C","RGT","","","","",""
"6030940","C6030940","Anwar","F","M","150","C","RGT","","","","",""
"6031389","C6031389","Fritz","Z","F","326","C","RGT","","","","",""
"6031657","C6031657","Bennett","J","M","100","C","RGT","","","","",""
"6032333","C6032333","Williamson","D","F","180","C","RGT","","","","",""
"6034029","C6034029","Chileshe","C","F","110","C","RGT","","","","",""
"6034347","C6034347","Khadjooi","K","M","400","C","RGT","","","","",""
"6039002","C6039002","Venkatesh","V","M","420","C","RGT","","","","",""
"6040026","C6040026","Russell","N","M","300","C","RGT","","","","",""
"6040115","C6040115","Alagarsamy","F","F","190","C","RGT","","","","",""
"6040566","C6040566","Minshall","E","F","313","C","RGT","","","","",""
"6042848","C6042848","Adapa","R","M","190","C","RGT","","","","",""
"6044814","C6044814","Mani","V","M","190","C","RGT","","","","",""
"6044938","C6044938","Ahmed","R","F","824","C","RGT","","","","",""
"6045653","C6045653","Krokidis","M","M","810","C","RGT","","","","",""
"6048936","C6048936","Major","R","M","180","C","RGT","","","","",""
"6050219","C6050219","Pradhan","A","M","101","C","RGT","","","","",""
"6051983","C6051983","Goon","S","F","190","C","RGT","","","","",""
"6053125","C6053125","Adcock","C","M","326","C","RGT","","","","",""
"6053264","C6053264","Corbett","G","M","301","C","RGT","","","","",""
"6054349","C6054349","Ford","S","M","192","C","RGT","","","","",""
"6054474","C6054474","Cartwright","Y","F","315","C","RGT","","","","",""
"6054475","C6054475","Kreckler","S","M","100","C","RGT","","","","",""
